event_id,timestamp,user_id,event_type,ip_address,location,failed_attempts,resource,request_frequency,label
EVT00248,2026-08-27T01:17:14.426382,user_040,api_call,192.168.100.84,US,0,dynamodb_cache,4,normal
EVT00249,2026-08-27T06:49:33.426382,user_025,resource_access,150.194.43.198,FR,0,s3_public_assets,1,normal
EVT00250,2026-08-27T01:30:23.426382,user_025,api_call,192.168.20.190,DE,0,lambda_logging,1,normal
EVT00251,2026-08-27T01:51:06.426382,user_020,resource_access,192.168.35.27,UK,0,s3_public_assets,4,normal
EVT00252,2026-08-27T14:51:41.426382,user_033,resource_access,23.181.47.153,FR,0,dynamodb_cache,1,normal
EVT00253,2026-08-27T09:08:44.426382,user_006,api_call,192.168.32.147,FR,0,dynamodb_cache,2,normal
EVT00254,2026-08-27T03:34:29.426382,user_018,resource_access,43.222.141.108,IN,0,ec2_dashboard,3,normal
EVT00255,2026-08-27T07:41:01.426382,attacker_008,resource_access,118.54.69.78,CN,0,kms_keys,25,unauthorized_access
EVT00256,2026-08-27T21:06:00.426382,user_022,resource_access,192.168.84.250,FR,0,lambda_logging,3,normal
EVT00257,2026-08-27T20:28:55.426382,attacker_004,api_call,81.90.203.248,KP,0,iam_policy_manager,38,unauthorized_access
EVT00258,2026-08-27T21:33:46.426382,user_037,login,192.168.36.210,DE,0,cloud_console,1,normal
EVT00259,2026-08-27T19:02:56.426382,user_035,login,192.168.71.7,DE,0,cloud_console,4,normal
EVT00260,2026-08-27T09:07:36.426382,attacker_005,login,210.209.255.36,FR,8,cloud_console,9,brute_force
EVT00261,2026-08-27T22:30:03.426382,user_028,resource_access,154.245.205.137,FR,0,ec2_dashboard,3,normal
EVT00262,2026-08-27T18:04:04.426382,user_006,login,192.168.85.171,IN,0,cloud_console,1,normal
EVT00263,2026-08-27T19:01:33.426382,attacker_007,api_call,204.220.54.3,CN,0,iam_policy_manager,22,unauthorized_access
EVT00264,2026-08-27T17:06:46.426382,user_036,api_call,192.168.29.115,IN,0,dynamodb_cache,2,normal
EVT00265,2026-08-27T11:04:46.426382,attacker_008,resource_access,76.212.43.30,RU,0,iam_policy_manager,24,unauthorized_access
EVT00266,2026-08-27T11:00:37.426382,user_014,api_call,192.168.61.25,DE,0,lambda_logging,1,normal
EVT00267,2026-08-27T09:27:07.426382,user_046,login,88.55.84.239,UK,1,cloud_console,2,normal
EVT00268,2026-08-27T18:36:50.426382,user_036,resource_access,192.168.30.205,DE,0,s3_public_assets,4,normal
EVT00269,2026-08-27T12:55:20.426382,user_040,login,192.168.55.100,US,0,cloud_console,2,normal
EVT00270,2026-08-27T08:39:14.426382,user_043,login,204.32.52.205,Unknown,7,cloud_console,10,brute_force
EVT00271,2026-08-27T10:23:18.426382,user_008,resource_access,192.168.63.136,IN,1,dynamodb_cache,4,normal
EVT00272,2026-08-27T19:53:30.426382,user_023,resource_access,192.168.87.181,IN,1,ec2_dashboard,2,normal
EVT00273,2026-08-27T09:55:20.426382,user_020,login,178.72.198.108,FR,0,cloud_console,4,normal
EVT00274,2026-08-27T13:55:19.426382,user_041,api_call,192.168.83.239,UK,1,s3_public_assets,4,normal
EVT00275,2026-08-27T09:02:09.426382,user_021,resource_access,192.168.46.244,US,0,s3_public_assets,2,normal
EVT00276,2026-08-27T12:29:55.426382,attacker_009,api_call,105.251.212.182,Unknown,0,kms_keys,20,unauthorized_access
EVT00277,2026-08-27T01:31:46.426382,user_049,login,71.115.147.44,DE,1,cloud_console,4,normal
EVT00278,2026-08-27T18:32:04.426382,user_037,login,140.187.21.195,DE,1,cloud_console,2,normal
EVT00279,2026-08-27T13:59:56.426382,user_042,login,9.230.134.90,US,0,cloud_console,1,normal
EVT00280,2026-08-27T07:08:47.426382,user_048,api_call,192.168.91.157,DE,0,s3_public_assets,2,normal
EVT00281,2026-08-27T06:03:15.426382,user_028,login,90.143.86.83,FR,9,cloud_console,14,brute_force
EVT00282,2026-08-27T08:15:12.426382,attacker_009,resource_access,35.210.30.71,RU,0,ec2_admin_portal,22,unauthorized_access
EVT00283,2026-08-27T03:50:39.426382,user_016,api_call,192.168.19.148,IN,0,dynamodb_cache,4,normal
EVT00284,2026-08-27T01:16:09.426382,user_006,resource_access,192.168.36.178,IN,0,dynamodb_cache,3,normal
EVT00285,2026-08-27T19:42:29.426382,user_047,login,192.168.59.163,IN,0,cloud_console,4,normal
EVT00286,2026-08-27T06:27:02.426382,attacker_004,api_call,69.165.145.87,RU,0,kms_keys,40,unauthorized_access
EVT00287,2026-08-27T11:02:05.426382,user_040,login,13.23.50.161,KP,5,cloud_console,6,brute_force
EVT00288,2026-08-27T04:16:18.426382,user_001,resource_access,177.67.154.41,IN,0,lambda_logging,3,normal
EVT00289,2026-08-27T01:31:14.426382,user_042,login,161.156.119.110,US,0,cloud_console,1,normal
EVT00290,2026-08-27T06:17:24.426382,user_009,api_call,175.227.4.3,IN,0,dynamodb_cache,2,normal
EVT00291,2026-08-27T15:54:44.426382,user_025,login,192.168.14.27,IN,0,cloud_console,3,normal
EVT00292,2026-08-27T03:30:44.426382,user_049,login,192.168.87.37,US,1,cloud_console,1,normal
EVT00293,2026-08-27T20:44:26.426382,user_029,resource_access,192.168.81.192,UK,0,dynamodb_cache,2,normal
EVT00294,2026-08-27T01:40:33.426382,attacker_009,login,193.63.196.90,RU,10,cloud_console,7,brute_force
EVT00295,2026-08-27T07:32:28.426382,user_006,login,192.168.77.185,FR,0,cloud_console,1,normal
EVT00296,2026-08-27T22:29:29.426382,user_005,login,133.96.200.76,US,8,cloud_console,12,brute_force
EVT00297,2026-08-27T12:34:09.426382,user_032,api_call,192.168.68.228,US,0,lambda_logging,2,normal
EVT00298,2026-08-27T12:36:14.426382,user_028,login,108.187.88.196,KP,6,cloud_console,5,brute_force
EVT00299,2026-08-27T19:54:17.426382,user_017,login,16.203.146.161,FR,0,cloud_console,4,normal
EVT00300,2026-08-27T13:09:58.426382,user_035,api_call,192.168.36.22,IN,0,s3_public_assets,2,normal
EVT00301,2026-08-27T18:02:56.426382,user_038,api_call,192.168.84.175,US,0,dynamodb_cache,2,normal
EVT00302,2026-08-27T00:37:40.426382,user_028,login,192.168.78.15,IN,0,cloud_console,1,normal
EVT00303,2026-08-26T22:58:51.426382,user_045,login,89.132.85.96,UK,0,cloud_console,1,normal
EVT00304,2026-08-26T23:35:18.426382,user_028,resource_access,192.168.34.183,FR,0,dynamodb_cache,4,normal
EVT00305,2026-08-27T17:07:00.426382,user_032,api_call,41.130.52.229,FR,0,s3_public_assets,1,normal
EVT00306,2026-08-27T00:07:23.426382,attacker_001,login,63.23.241.94,RU,7,cloud_console,7,brute_force
EVT00307,2026-08-26T23:48:26.426382,user_046,api_call,192.168.29.83,UK,0,lambda_logging,3,normal
EVT00308,2026-08-27T01:21:19.426382,user_008,api_call,192.168.7.46,UK,1,ec2_dashboard,4,normal
EVT00309,2026-08-27T01:01:45.426382,user_047,login,73.159.167.23,Unknown,12,cloud_console,5,brute_force
EVT00310,2026-08-27T11:57:05.426382,user_037,resource_access,192.168.32.119,IN,1,dynamodb_cache,2,normal
EVT00311,2026-08-27T18:25:09.426382,user_007,login,39.3.209.7,DE,10,cloud_console,15,brute_force
EVT00312,2026-08-26T22:52:08.426382,attacker_001,api_call,218.157.53.53,RU,0,kms_keys,30,unauthorized_access
EVT00313,2026-08-27T00:42:01.426382,attacker_003,api_call,24.22.118.230,Unknown,0,iam_policy_manager,29,unauthorized_access
EVT00314,2026-08-27T01:36:39.426382,user_033,login,192.168.51.20,FR,1,cloud_console,1,normal
EVT00315,2026-08-27T14:21:25.426382,user_009,login,218.161.201.180,IN,0,cloud_console,4,normal
EVT00316,2026-08-27T08:25:16.426382,user_013,login,192.168.75.28,UK,0,cloud_console,2,normal
EVT00317,2026-08-27T14:53:16.426382,user_027,login,192.168.99.54,DE,0,cloud_console,4,normal
EVT00318,2026-08-27T08:10:06.426382,attacker_006,login,41.155.20.56,CN,7,cloud_console,6,brute_force
EVT00319,2026-08-27T07:33:25.426382,attacker_007,resource_access,174.153.133.210,RU,0,s3_bucket_finance,45,unauthorized_access
EVT00320,2026-08-27T13:14:35.426382,user_027,login,192.127.48.119,UK,7,cloud_console,6,brute_force
EVT00321,2026-08-26T22:57:18.426382,user_015,login,103.190.43.150,FR,0,cloud_console,1,normal
EVT00322,2026-08-26T23:18:48.426382,attacker_004,api_call,208.65.47.232,KP,0,s3_bucket_finance,16,unauthorized_access
EVT00323,2026-08-27T15:18:14.426382,user_037,resource_access,192.168.51.128,US,0,dynamodb_cache,2,normal
EVT00324,2026-08-27T11:24:23.426382,user_012,resource_access,39.17.125.166,IN,0,dynamodb_cache,4,normal
EVT00325,2026-08-27T00:44:23.426382,user_025,login,192.168.83.227,FR,0,cloud_console,1,normal
EVT00326,2026-08-27T12:26:45.426382,user_014,login,123.248.176.234,Unknown,10,cloud_console,11,brute_force
EVT00327,2026-08-27T08:21:57.426382,user_021,api_call,208.143.29.208,DE,1,lambda_logging,2,normal
EVT00328,2026-08-27T04:19:53.426382,user_043,login,209.28.112.148,DE,0,cloud_console,2,normal
EVT00329,2026-08-27T04:55:52.426382,user_021,api_call,192.168.76.8,IN,1,s3_public_assets,2,normal
EVT00330,2026-08-27T16:26:28.426382,user_012,resource_access,15.119.112.6,FR,0,ec2_dashboard,3,normal
EVT00331,2026-08-27T20:52:46.426382,user_009,resource_access,192.168.42.16,US,0,s3_public_assets,1,normal
EVT00332,2026-08-27T17:40:53.426382,attacker_005,login,96.202.51.87,FR,10,cloud_console,7,brute_force
EVT00333,2026-08-27T04:15:15.426382,user_028,api_call,192.168.84.82,UK,1,lambda_logging,2,normal
EVT00334,2026-08-27T19:57:45.426382,user_016,login,79.150.65.46,US,11,cloud_console,14,brute_force
EVT00335,2026-08-26T23:41:55.426382,user_021,api_call,145.53.254.37,IN,0,s3_public_assets,3,normal
EVT00336,2026-08-27T10:09:10.426382,user_006,api_call,192.168.94.227,IN,0,ec2_dashboard,3,normal
EVT00337,2026-08-27T06:09:14.426382,user_005,resource_access,28.0.24.99,DE,0,s3_public_assets,4,normal
EVT00338,2026-08-27T16:28:20.426382,user_014,login,140.192.51.213,KP,8,cloud_console,7,brute_force
EVT00339,2026-08-27T14:57:02.426382,user_003,resource_access,67.53.37.88,UK,0,s3_public_assets,1,normal
EVT00340,2026-08-27T18:26:13.426382,attacker_002,api_call,153.247.15.111,RU,0,kms_keys,20,unauthorized_access
EVT00341,2026-08-27T00:28:10.426382,user_014,login,192.168.71.185,FR,0,cloud_console,3,normal
EVT00342,2026-08-27T09:20:51.426382,user_004,resource_access,192.168.63.40,US,0,ec2_dashboard,4,normal
EVT00343,2026-08-27T01:42:36.426382,user_043,api_call,192.168.26.25,US,0,s3_public_assets,3,normal
EVT00344,2026-08-27T01:30:10.426382,user_008,resource_access,192.168.61.126,IN,0,dynamodb_cache,2,normal
EVT00345,2026-08-27T12:01:41.426382,user_015,login,48.228.22.68,KP,12,cloud_console,9,brute_force
EVT00346,2026-08-27T06:45:25.426382,user_028,login,16.77.49.22,CN,11,cloud_console,14,brute_force
EVT00347,2026-08-27T06:48:11.426382,user_025,api_call,192.168.69.176,DE,1,s3_public_assets,4,normal
EVT00348,2026-08-27T09:24:02.426382,user_046,login,192.168.67.205,FR,1,cloud_console,2,normal
EVT00349,2026-08-27T02:53:56.426382,attacker_008,resource_access,43.108.98.33,CN,0,kms_keys,17,unauthorized_access
EVT00350,2026-08-27T14:22:18.426382,user_041,login,192.168.34.82,US,0,cloud_console,4,normal
EVT00351,2026-08-27T18:46:34.426382,user_021,resource_access,192.168.2.202,FR,1,dynamodb_cache,1,normal
EVT00352,2026-08-27T13:36:32.426382,user_037,api_call,192.168.13.237,US,1,ec2_dashboard,3,normal
EVT00353,2026-08-27T18:01:17.426382,user_048,login,106.135.196.168,KP,12,cloud_console,5,brute_force
EVT00354,2026-08-27T04:47:21.426382,user_010,api_call,192.168.89.103,US,0,lambda_logging,2,normal
EVT00355,2026-08-27T00:18:51.426382,user_018,resource_access,210.155.159.72,DE,0,s3_public_assets,2,normal
EVT00356,2026-08-27T09:27:35.426382,attacker_008,api_call,69.213.45.49,Unknown,0,ec2_admin_portal,44,unauthorized_access
EVT00357,2026-08-27T13:20:39.426382,user_049,api_call,192.168.8.132,UK,0,lambda_logging,4,normal
EVT00358,2026-08-27T03:27:30.426382,user_025,login,146.14.88.50,DE,5,cloud_console,8,brute_force
EVT00359,2026-08-26T23:43:25.426382,user_024,api_call,95.237.203.163,US,0,s3_public_assets,3,normal
EVT00360,2026-08-27T16:18:57.426382,user_012,resource_access,192.168.45.89,UK,0,ec2_dashboard,3,normal
EVT00361,2026-08-26T23:31:08.426382,user_011,api_call,192.168.28.220,UK,0,s3_public_assets,3,normal
EVT00362,2026-08-27T22:14:35.426382,user_002,api_call,34.88.4.58,IN,1,lambda_logging,3,normal
EVT00363,2026-08-27T13:57:00.426382,user_046,login,90.235.129.56,KP,9,cloud_console,15,brute_force
EVT00364,2026-08-27T17:28:32.426382,user_017,login,150.52.3.131,CN,9,cloud_console,9,brute_force
EVT00365,2026-08-27T02:27:20.426382,user_022,resource_access,192.168.36.67,IN,0,s3_public_assets,2,normal
EVT00366,2026-08-27T00:35:12.426382,user_043,login,208.206.163.175,IN,5,cloud_console,15,brute_force
EVT00367,2026-08-27T16:37:42.426382,attacker_005,api_call,104.198.18.150,RU,0,iam_policy_manager,38,unauthorized_access
EVT00368,2026-08-27T06:36:56.426382,user_041,resource_access,192.168.86.92,FR,0,s3_public_assets,2,normal
EVT00369,2026-08-27T09:12:57.426382,user_009,api_call,207.93.171.168,US,0,lambda_logging,2,normal
EVT00370,2026-08-27T09:42:01.426382,user_022,resource_access,76.237.60.121,US,1,ec2_dashboard,4,normal
EVT00371,2026-08-27T05:36:10.426382,user_044,resource_access,192.168.53.14,UK,0,s3_public_assets,3,normal
EVT00372,2026-08-27T13:25:04.426382,attacker_008,resource_access,81.92.41.125,KP,0,ec2_admin_portal,25,unauthorized_access
EVT00373,2026-08-27T21:37:16.426382,user_029,resource_access,199.86.81.126,US,0,dynamodb_cache,4,normal
EVT00374,2026-08-27T13:12:24.426382,user_031,resource_access,137.102.191.244,US,0,s3_public_assets,1,normal
EVT00375,2026-08-26T22:40:11.426382,user_016,login,192.168.45.80,UK,0,cloud_console,4,normal
EVT00376,2026-08-27T16:50:44.426382,user_011,login,192.168.39.243,IN,0,cloud_console,3,normal
EVT00377,2026-08-27T14:18:32.426382,attacker_009,login,88.250.183.193,DE,7,cloud_console,11,brute_force
EVT00378,2026-08-26T23:12:57.426382,user_047,login,6.86.63.94,US,0,cloud_console,3,normal
EVT00379,2026-08-27T17:59:19.426382,user_039,login,192.168.84.215,US,0,cloud_console,1,normal
EVT00380,2026-08-27T13:41:38.426382,user_008,api_call,180.78.105.178,US,0,dynamodb_cache,1,normal
EVT00381,2026-08-27T17:27:48.426382,user_039,api_call,213.53.60.73,US,0,dynamodb_cache,2,normal
EVT00382,2026-08-27T20:41:34.426382,user_017,api_call,192.168.46.181,DE,0,s3_public_assets,1,normal
EVT00383,2026-08-27T18:28:36.426382,user_014,api_call,192.168.43.61,US,0,ec2_dashboard,1,normal
EVT00384,2026-08-27T19:25:26.426382,user_010,login,192.168.10.186,US,0,cloud_console,2,normal
EVT00385,2026-08-27T15:08:58.426382,attacker_005,api_call,119.25.51.209,RU,0,s3_bucket_finance,42,unauthorized_access
EVT00386,2026-08-27T09:05:56.426382,user_044,resource_access,192.168.15.25,US,0,s3_public_assets,2,normal
EVT00387,2026-08-27T10:29:09.426382,user_029,api_call,188.47.190.209,IN,0,ec2_dashboard,4,normal
EVT00388,2026-08-27T13:05:32.426382,attacker_005,api_call,177.244.215.167,RU,0,s3_bucket_finance,19,unauthorized_access
EVT00389,2026-08-27T00:39:17.426382,attacker_003,resource_access,107.247.224.47,Unknown,0,iam_policy_manager,34,unauthorized_access
EVT00390,2026-08-26T23:34:08.426382,user_048,login,215.66.247.236,KP,6,cloud_console,11,brute_force
EVT00391,2026-08-27T14:33:52.426382,user_017,api_call,192.168.91.223,FR,1,s3_public_assets,3,normal
EVT00392,2026-08-27T17:25:10.426382,user_045,api_call,170.127.246.89,DE,0,ec2_dashboard,1,normal
EVT00393,2026-08-27T21:56:42.426382,attacker_009,api_call,219.253.84.20,Unknown,0,iam_policy_manager,22,unauthorized_access
EVT00394,2026-08-27T10:34:02.426382,attacker_001,resource_access,141.193.206.210,RU,0,s3_bucket_finance,29,unauthorized_access
EVT00395,2026-08-27T14:41:31.426382,user_020,login,23.255.228.81,UK,12,cloud_console,15,brute_force
EVT00396,2026-08-26T23:10:00.426382,user_027,login,192.168.1.212,US,1,cloud_console,3,normal
EVT00397,2026-08-27T17:01:39.426382,user_042,api_call,192.168.44.94,US,0,dynamodb_cache,3,normal
EVT00398,2026-08-27T18:54:51.426382,user_030,login,122.186.231.30,UK,8,cloud_console,5,brute_force
EVT00399,2026-08-27T10:56:53.426382,user_041,resource_access,192.168.48.180,US,0,s3_public_assets,4,normal
EVT00400,2026-08-27T03:37:59.426382,user_039,login,185.209.54.66,DE,8,cloud_console,6,brute_force
EVT00401,2026-08-27T12:49:28.426382,user_013,api_call,192.168.97.107,US,1,ec2_dashboard,4,normal
EVT00402,2026-08-27T15:10:21.426382,user_033,login,192.168.1.136,US,1,cloud_console,4,normal
EVT00403,2026-08-27T19:49:23.426382,user_033,login,192.168.23.188,UK,0,cloud_console,4,normal
EVT00404,2026-08-27T22:27:33.426382,user_021,api_call,192.168.54.251,FR,0,lambda_logging,4,normal
EVT00405,2026-08-27T11:00:10.426382,attacker_008,resource_access,36.211.153.216,KP,0,ec2_admin_portal,21,unauthorized_access
EVT00406,2026-08-27T06:09:18.426382,user_019,api_call,192.168.87.34,UK,1,lambda_logging,1,normal
EVT00407,2026-08-27T11:20:39.426382,user_038,api_call,192.168.91.107,FR,0,dynamodb_cache,1,normal
EVT00408,2026-08-27T17:33:06.426382,user_025,login,15.102.136.193,UK,0,cloud_console,3,normal
EVT00409,2026-08-27T03:51:03.426382,user_036,login,201.151.104.193,Unknown,5,cloud_console,10,brute_force
EVT00410,2026-08-27T14:59:53.426382,user_044,api_call,192.168.29.191,FR,0,s3_public_assets,3,normal
EVT00411,2026-08-27T00:13:48.426382,attacker_007,api_call,202.160.27.4,KP,0,ec2_admin_portal,34,unauthorized_access
EVT00412,2026-08-27T14:39:04.426382,user_032,login,181.188.100.199,DE,9,cloud_console,12,brute_force
EVT00413,2026-08-27T04:58:46.426382,attacker_002,resource_access,45.61.193.11,Unknown,0,iam_policy_manager,32,unauthorized_access
EVT00414,2026-08-27T08:08:25.426382,user_038,resource_access,120.79.20.40,IN,1,ec2_dashboard,3,normal
EVT00415,2026-08-27T16:22:48.426382,user_027,login,92.37.162.135,DE,7,cloud_console,13,brute_force
EVT00416,2026-08-27T01:00:07.426382,user_002,login,107.206.47.90,DE,8,cloud_console,15,brute_force
EVT00417,2026-08-27T10:36:11.426382,user_019,login,192.168.80.136,DE,1,cloud_console,1,normal
EVT00418,2026-08-27T02:41:47.426382,user_029,login,192.168.79.236,FR,0,cloud_console,1,normal
EVT00419,2026-08-27T10:12:16.426382,user_008,resource_access,186.144.12.234,FR,0,dynamodb_cache,4,normal
EVT00420,2026-08-27T00:06:58.426382,user_042,login,192.168.11.243,US,0,cloud_console,1,normal
EVT00421,2026-08-27T21:20:44.426382,user_043,api_call,192.168.88.109,US,0,dynamodb_cache,1,normal
EVT00422,2026-08-27T04:07:03.426382,user_046,resource_access,19.27.91.204,IN,1,ec2_dashboard,2,normal
EVT00423,2026-08-27T07:56:12.426382,user_029,api_call,192.168.41.5,DE,0,ec2_dashboard,1,normal
EVT00424,2026-08-27T19:50:27.426382,user_005,resource_access,192.168.14.75,IN,1,ec2_dashboard,3,normal
EVT00425,2026-08-27T14:27:18.426382,user_043,login,192.168.69.57,UK,0,cloud_console,3,normal
EVT00426,2026-08-27T21:36:16.426382,user_044,api_call,192.168.2.142,FR,0,ec2_dashboard,1,normal
EVT00427,2026-08-26T22:42:10.426382,user_026,api_call,192.168.11.79,UK,0,s3_public_assets,4,normal
EVT00428,2026-08-27T22:02:14.426382,user_001,login,42.94.113.158,FR,8,cloud_console,6,brute_force
EVT00429,2026-08-27T05:07:21.426382,user_037,login,192.168.71.119,FR,0,cloud_console,3,normal
EVT00430,2026-08-27T00:58:20.426382,user_013,api_call,192.168.43.92,UK,0,ec2_dashboard,3,normal
EVT00431,2026-08-27T21:04:32.426382,user_013,resource_access,192.168.43.158,IN,1,s3_public_assets,3,normal
EVT00432,2026-08-27T10:02:13.426382,attacker_003,resource_access,81.126.113.183,Unknown,0,iam_policy_manager,41,unauthorized_access
EVT00433,2026-08-27T11:36:29.426382,user_047,resource_access,192.168.60.115,IN,0,dynamodb_cache,1,normal
EVT00434,2026-08-27T04:55:09.426382,user_006,resource_access,192.168.18.229,FR,0,lambda_logging,1,normal
EVT00435,2026-08-27T01:15:53.426382,user_046,login,130.15.207.197,DE,5,cloud_console,13,brute_force
EVT00436,2026-08-27T08:00:30.426382,user_035,resource_access,192.168.20.94,DE,0,lambda_logging,2,normal
EVT00437,2026-08-27T15:26:20.426382,user_006,resource_access,192.168.2.170,UK,1,s3_public_assets,2,normal
EVT00438,2026-08-27T14:45:58.426382,user_037,api_call,192.168.19.189,DE,0,ec2_dashboard,2,normal
EVT00439,2026-08-27T16:16:27.426382,user_017,resource_access,172.105.184.100,DE,0,ec2_dashboard,1,normal
EVT00440,2026-08-27T22:07:54.426382,user_046,api_call,192.168.36.214,IN,1,s3_public_assets,4,normal
EVT00441,2026-08-27T22:19:09.426382,user_038,api_call,192.168.10.133,IN,0,s3_public_assets,4,normal
EVT00442,2026-08-27T11:22:06.426382,user_014,login,125.246.3.129,IN,12,cloud_console,7,brute_force
EVT00443,2026-08-27T06:53:36.426382,user_042,resource_access,48.80.185.155,US,0,dynamodb_cache,3,normal
EVT00444,2026-08-27T02:38:46.426382,user_031,resource_access,42.210.11.63,US,0,s3_public_assets,2,normal
EVT00445,2026-08-27T21:26:26.426382,user_037,login,67.92.207.154,FR,0,cloud_console,3,normal
EVT00446,2026-08-27T01:38:30.426382,user_039,resource_access,192.168.22.57,DE,1,s3_public_assets,2,normal
EVT00447,2026-08-27T21:12:36.426382,user_017,login,192.168.44.237,DE,1,cloud_console,1,normal
EVT00448,2026-08-27T06:53:13.426382,user_009,login,134.214.76.156,US,0,cloud_console,4,normal
EVT00449,2026-08-27T20:54:07.426382,user_035,api_call,192.168.12.124,UK,1,ec2_dashboard,4,normal
EVT00450,2026-08-27T17:31:36.426382,user_003,api_call,192.168.30.241,DE,0,lambda_logging,1,normal
EVT00451,2026-08-27T14:00:40.426382,user_031,login,192.168.11.73,FR,1,cloud_console,4,normal
EVT00452,2026-08-27T07:54:22.426382,user_046,api_call,192.168.74.134,US,1,ec2_dashboard,4,normal
EVT00453,2026-08-27T22:21:03.426382,user_021,resource_access,192.168.20.110,FR,0,lambda_logging,4,normal
EVT00454,2026-08-27T19:04:43.426382,user_018,api_call,192.168.27.106,FR,1,dynamodb_cache,2,normal
EVT00455,2026-08-27T11:59:55.426382,user_031,resource_access,192.168.74.89,DE,0,ec2_dashboard,2,normal
EVT00456,2026-08-27T14:46:47.426382,user_002,login,26.109.205.202,CN,5,cloud_console,7,brute_force
EVT00457,2026-08-27T12:41:11.426382,attacker_001,resource_access,211.74.241.238,Unknown,0,s3_bucket_finance,17,unauthorized_access
EVT00458,2026-08-27T08:05:54.426382,user_006,api_call,99.205.146.183,FR,0,s3_public_assets,4,normal
EVT00459,2026-08-27T14:30:07.426382,user_043,api_call,9.118.86.173,US,0,s3_public_assets,1,normal
EVT00460,2026-08-27T04:15:07.426382,user_018,resource_access,192.168.51.104,FR,0,ec2_dashboard,1,normal
EVT00461,2026-08-27T01:48:09.426382,user_047,api_call,192.168.45.89,IN,0,s3_public_assets,4,normal
EVT00462,2026-08-27T13:13:38.426382,user_017,login,192.168.14.144,US,1,cloud_console,3,normal
EVT00463,2026-08-27T10:53:51.426382,attacker_009,api_call,138.128.226.248,Unknown,0,kms_keys,39,unauthorized_access
EVT00464,2026-08-27T07:22:37.426382,user_041,login,118.235.14.124,UK,9,cloud_console,6,brute_force
EVT00465,2026-08-27T12:27:08.426382,user_015,api_call,192.168.41.106,IN,1,ec2_dashboard,3,normal
EVT00466,2026-08-27T07:33:30.426382,user_026,api_call,192.168.44.20,FR,0,dynamodb_cache,3,normal
EVT00467,2026-08-27T11:23:29.426382,user_037,resource_access,192.97.255.189,UK,0,s3_public_assets,3,normal
EVT00468,2026-08-27T06:02:53.426382,user_016,api_call,192.168.100.28,US,0,dynamodb_cache,1,normal
EVT00469,2026-08-27T18:14:03.426382,attacker_008,api_call,159.161.252.230,KP,0,kms_keys,20,unauthorized_access
EVT00470,2026-08-27T17:07:46.426382,user_015,api_call,135.216.244.241,FR,0,lambda_logging,4,normal
EVT00471,2026-08-27T04:53:02.426382,user_008,api_call,192.168.41.177,US,0,s3_public_assets,4,normal
EVT00472,2026-08-27T19:40:24.426382,user_024,api_call,192.168.24.141,IN,0,lambda_logging,4,normal
EVT00473,2026-08-27T20:50:29.426382,user_012,resource_access,192.168.54.180,IN,0,dynamodb_cache,3,normal
EVT00474,2026-08-27T14:55:48.426382,user_009,api_call,192.168.13.185,IN,0,dynamodb_cache,4,normal
EVT00475,2026-08-27T05:39:29.426382,user_048,login,192.168.2.46,DE,0,cloud_console,2,normal
EVT00476,2026-08-27T21:28:51.426382,user_047,resource_access,192.168.39.65,FR,1,ec2_dashboard,4,normal
EVT00477,2026-08-27T02:07:23.426382,user_004,login,192.168.61.215,US,0,cloud_console,3,normal
EVT00478,2026-08-27T07:58:39.426382,user_036,api_call,192.168.33.89,US,0,ec2_dashboard,3,normal
EVT00479,2026-08-27T20:34:05.426382,user_037,api_call,192.168.23.251,IN,0,lambda_logging,4,normal
EVT00480,2026-08-27T14:47:31.426382,user_016,login,158.146.237.162,IN,7,cloud_console,15,brute_force
EVT00481,2026-08-27T10:48:13.426382,user_040,api_call,192.168.10.21,UK,0,s3_public_assets,3,normal
EVT00482,2026-08-27T10:03:24.426382,user_046,resource_access,192.168.51.70,DE,0,dynamodb_cache,4,normal
EVT00483,2026-08-27T04:36:41.426382,user_002,login,192.168.85.65,US,0,cloud_console,2,normal
EVT00484,2026-08-27T12:58:32.426382,user_005,resource_access,192.168.4.198,DE,1,ec2_dashboard,1,normal
EVT00485,2026-08-27T08:04:31.426382,user_006,api_call,192.168.50.80,UK,0,lambda_logging,4,normal
EVT00486,2026-08-27T21:19:45.426382,user_034,login,170.182.166.222,DE,0,cloud_console,3,normal
EVT00487,2026-08-27T18:29:29.426382,user_045,api_call,153.233.222.135,FR,0,lambda_logging,4,normal
EVT00488,2026-08-27T18:10:06.426382,user_006,resource_access,192.168.53.67,UK,0,ec2_dashboard,1,normal
EVT00489,2026-08-27T17:34:23.426382,user_046,login,35.176.146.121,Unknown,5,cloud_console,12,brute_force
EVT00490,2026-08-27T15:53:21.426382,user_028,resource_access,192.168.1.141,IN,0,dynamodb_cache,4,normal
EVT00491,2026-08-27T12:53:31.426382,user_046,api_call,192.168.49.57,IN,0,dynamodb_cache,2,normal
EVT00492,2026-08-27T17:19:44.426382,user_031,login,207.139.145.167,Unknown,9,cloud_console,11,brute_force
EVT00493,2026-08-27T05:21:52.426382,user_003,login,35.148.56.164,KP,12,cloud_console,9,brute_force
EVT00494,2026-08-27T21:11:36.426382,user_021,login,137.11.95.249,US,0,cloud_console,3,normal
EVT00495,2026-08-27T03:04:20.426382,user_047,login,39.7.252.56,IN,0,cloud_console,3,normal
